temperature_celsius,reaction_time_hours,surface_area_m2g,pore_diameter_angstrom,void_fraction,linker_mw,linker_complexity,linker_hbd,linker_hba,linker_aromatic_rings,linker_num_carbons,linker_num_oxygens,metal_Al,metal_Co,metal_Cr,metal_Cu,metal_Dy,metal_Fe,metal_Mn,metal_Ni,metal_Tb,metal_Zn,topo_bcu,topo_cmo,topo_dia,topo_mtn,topo_pcu,surface_0,surface_1,surface_2,solvent_CHCl3,solvent_DMF,solvent_EtOH,solvent_H2O,solvent_MeOH,temp_squared,log_reaction_time,pore_density,void_fraction_normalized,temp_time_interaction,split,target
-0.22111634431659058,1.3647308869306998,-0.9946021399339937,-1.5584925988387375,0.9348437295459888,0.5090787628430646,1.0801519658451126,-1.1659976680069961,-1.1152440772064263,0.0,1.971493932213074,-1.1152440772064263,-0.3061862178478973,-0.34381806616262667,-0.3507059343758202,-0.35582220568717443,-0.3385995887898602,2.90851499213249,-0.3061862178478973,-0.33684960504013445,-0.3403442652903774,-0.3080430342483094,2.1207032321739123,-0.5118781405463909,-0.5207556439232954,-0.4820729884542206,-0.5133594317212689,-0.7844645405527362,-0.5736845161328942,1.3008872711759818,-0.5074298276019255,-0.5443310539518172,2.0873770280289223,-0.5044603916447269,-0.46398036356916844,-0.3520827414250272,1.1088105081846849,0.9743969932991995,0.9348437295459892,0.9778468022492176,train,-45.51472927107962
0.17860617195156492,-0.08986894056543034,-0.15426444539856932,1.109524694121439,0.5434189557339557,-1.7455407140717387,-1.6234465183917608,-1.1659976680069961,-1.1152440772064263,0.0,-0.9868035009040791,-1.1152440772064263,-0.3061862178478973,-0.34381806616262667,2.851391727316451,-0.35582220568717443,-0.3385995887898602,-0.34381806616262667,-0.3061862178478973,-0.33684960504013445,-0.3403442652903774,-0.3080430342483094,-0.4715416965602064,1.9535899675898958,-0.5207556439232954,-0.4820729884542206,-0.5133594317212689,-0.7844645405527362,-0.5736845161328942,1.3008872711759818,-0.5074298276019255,-0.5443310539518172,-0.4790701375804084,-0.5044603916447269,2.155263624321299,0.03165514555931431,0.1757352269167635,-0.7528275904853088,0.543418955733956,0.022765302049534798,train,-43.03280258887834
1.5110145595120832,-0.946920216239296,-1.5193547627169257,-0.8707400191541899,0.4886078225076468,-1.7455407140717387,-1.6234465183917608,-1.1659976680069961,-1.1152440772064263,0.0,-0.9868035009040791,-1.1152440772064263,-0.3061862178478973,-0.34381806616262667,-0.3507059343758202,-0.35582220568717443,-0.3385995887898602,-0.34381806616262667,3.265986323710904,-0.33684960504013445,-0.3403442652903774,-0.3080430342483094,2.1207032321739123,-0.5118781405463909,-0.5207556439232954,-0.4820729884542206,-0.5133594317212689,-0.7844645405527362,1.7431183374807169,-0.7687061147858075,1.9707158420818967,-0.5443310539518172,-0.4790701375804084,-0.5044603916447269,-0.46398036356916844,1.6467135924631076,-0.7785311820179227,-0.4667899281992644,0.48860782250764717,-0.37966604222055755,train,-51.66898214829314
-0.25442655400560354,0.17115304750889307,0.6765420371174847,-0.7416207368673744,1.477093850479716,-1.7455407140717387,-1.6234465183917608,-1.1659976680069961,-1.1152440772064263,0.0,-0.9868035009040791,-1.1152440772064263,-0.3061862178478973,-0.34381806616262667,-0.3507059343758202,-0.35582220568717443,-0.3385995887898602,-0.34381806616262667,-0.3061862178478973,2.968683902363054,-0.3403442652903774,-0.3080430342483094,-0.4715416965602064,-0.5118781405463909,-0.5207556439232954,-0.4820729884542206,1.9479529121478283,-0.7844645405527362,-0.5736845161328942,1.3008872711759818,-0.5074298276019255,-0.5443310539518172,-0.4790701375804084,1.982316186885617,-0.46398036356916844,-0.3819613226927472,0.38509130852270984,0.5768794895693435,1.4770938504797164,0.01414054993963525,train,-46.93463827914168
1.677565607957148,-1.2052385118884534,-0.38949866756303364,1.3691004365988757,-0.8496602638910448,0.32119380643349765,-0.2716472762733241,0.8576346483687824,0.5720848580482533,0.0,-0.24722914262479082,0.5720848580482533,-0.3061862178478973,-0.34381806616262667,-0.3507059343758202,-0.35582220568717443,-0.3385995887898602,2.90851499213249,-0.3061862178478973,-0.33684960504013445,-0.3403442652903774,-0.3080430342483094,-0.4715416965602064,-0.5118781405463909,1.9202864369671517,-0.4820729884542206,-0.5133594317212689,1.2747548783981963,-0.5736845161328942,-0.7687061147858075,1.9707158420818967,-0.5443310539518172,-0.4790701375804084,-0.5044603916447269,-0.46398036356916844,1.8849347133814174,-1.214960362561813,-0.8611774230158359,-0.8496602638910442,-0.6640998332676249,train,-51.70911095869421
0.5117082688416945,-0.15870585103181165,-0.2751896603870373,1.6899410810610123,-0.7041405407832284,1.0727336320717655,0.6295522184723004,0.8576346483687824,1.415749325675593,0.0,-0.24722914262479082,1.415749325675593,-0.3061862178478973,-0.34381806616262667,-0.3507059343758202,2.8103923364444623,-0.3385995887898602,-0.34381806616262667,-0.3061862178478973,-0.33684960504013445,-0.3403442652903774,-0.3080430342483094,-0.4715416965602064,-0.5118781405463909,1.9202864369671517,-0.4820729884542206,-0.5133594317212689,1.2747548783981963,-0.5736845161328942,-0.7687061147858075,1.9707158420818967,-0.5443310539518172,-0.4790701375804084,-0.5044603916447269,-0.46398036356916844,0.3869680038781488,0.11596787620982842,-0.8920278664656858,-0.7041405407832276,0.11927567254125468,train,-49.151447674351246
-2.086488086901316,-0.43722182161939876,0.7637019308315806,0.9107770109105672,-0.44044711945773746,0.5090787628430646,1.0801519658451126,-1.1659976680069961,-1.1152440772064263,0.0,1.971493932213074,-1.1152440772064263,-0.3061862178478973,-0.34381806616262667,-0.3507059343758202,-0.35582220568717443,-0.3385995887898602,-0.34381806616262667,-0.3061862178478973,-0.33684960504013445,2.9382014095251847,-0.3080430342483094,-0.4715416965602064,-0.5118781405463909,-0.5207556439232954,2.0743746775908884,-0.5133594317212689,1.2747548783981963,-0.5736845161328942,-0.7687061147858075,-0.5074298276019255,1.8371173070873834,-0.4790701375804084,-0.5044603916447269,-0.46398036356916844,-1.5278452907709887,-0.14975075341556077,-0.4691516834088619,-0.44044711945773707,-1.2012495183085161,train,-44.6971277786376
0.3118470107076167,-0.023572149976232772,1.116537139916152,-1.427961832686694,1.018147859275278,0.32119380643349765,0.6295522184723004,0.8576346483687824,0.5720848580482533,0.0,-0.24722914262479082,0.5720848580482533,-0.3061862178478973,-0.34381806616262667,-0.3507059343758202,-0.35582220568717443,2.9533408577782247,-0.34381806616262667,-0.3061862178478973,-0.33684960504013445,-0.3403442652903774,-0.3080430342483094,-0.4715416965602064,-0.5118781405463909,-0.5207556439232954,2.0743746775908884,-0.5133594317212689,-0.7844645405527362,-0.5736845161328942,1.3008872711759818,-0.5074298276019255,-0.5443310539518172,-0.4790701375804084,-0.5044603916447269,2.155263624321299,0.16990414861427902,0.2313867699789423,2.4935125828511775,1.0181478592752788,0.1498556112861505,train,-41.65779896305739
0.4783980591526815,1.5858820796838005,0.684510337443392,0.3568296442435333,1.4895171268628369,0.5090787628430646,1.0801519658451126,-1.1659976680069961,-1.1152440772064263,0.0,1.971493932213074,-1.1152440772064263,3.265986323710904,-0.34381806616262667,-0.3507059343758202,-0.35582220568717443,-0.3385995887898602,-0.34381806616262667,-0.3061862178478973,-0.33684960504013445,-0.3403442652903774,-0.3080430342483094,-0.4715416965602064,-0.5118781405463909,-0.5207556439232954,2.0743746775908884,-0.5133594317212689,1.2747548783981963,-0.5736845161328942,-0.7687061147858075,-0.5074298276019255,-0.5443310539518172,2.0873770280289223,-0.5044603916447269,-0.46398036356916844,0.34998316544405206,1.2147816392571884,-0.2743686038863973,1.489517126862837,1.7967885878950114,train,-47.447525132427074
-0.4875980218286942,-0.9227153421064689,-0.06299138307288253,-0.3555753745920884,0.6346879782781985,0.32119380643349765,-0.2716472762733241,0.8576346483687824,0.5720848580482533,0.0,-0.24722914262479082,0.5720848580482533,-0.3061862178478973,-0.34381806616262667,-0.3507059343758202,-0.35582220568717443,2.9533408577782247,-0.34381806616262667,-0.3061862178478973,-0.33684960504013445,-0.3403442652903774,-0.3080430342483094,-0.4715416965602064,1.9535899675898958,-0.5207556439232954,-0.4820729884542206,-0.5133594317212689,1.2747548783981963,-0.5736845161328942,-0.7687061147858075,-0.5074298276019255,-0.5443310539518172,-0.4790701375804084,-0.5044603916447269,2.155263624321299,-0.5820670642641274,-0.7428154982134911,-0.1363944489050371,0.6346879782781988,-0.9077879742885773,train,-45.41570128890225
